0,0,85.9333
0,4,71.8833
2,3,77.7
1,1,76.0167
1,3,76.0
6,2,72.0
6,0,71.0
0,2,73.0
3,2,36.45
7,3,45.3167
5,7,65.0
1,7,67.0
0,6,56.0667
4,6,65.0
3,4,69.45
2,0,30.5167
7,5,61.1833
4,7,23.4667
