0,0,72.0
0,4,75.55
2,3,73.0
1,1,81.0
1,3,78.2
6,2,74.0
6,0,78.0
0,2,71.0
3,2,67.0
7,3,56.6833
5,7,55.0
1,7,64.0
0,6,65.5
4,6,63.0833
3,4,56.1833
2,0,70.0
7,5,69.0
4,7,29.5167
