,Humidity,Temperature,Score
0,22.466666666666697,20.470536840882602,37.154389136364024
1,69.0,14.96746769484,85.26698999251924
2,71.0,15.613605432451699,85.00569446462552
3,64.0,18.254369423946102,74.49771161143912
4,58.1833333333333,15.8276262841373,85.74139037963772
5,30.0,22.223447997093896,42.71872011846074
6,66.0,21.1749111487976,54.36251091686402
7,65.0,18.8444992321655,61.336831649211845
8,73.0,16.4776066046361,84.72945912101089
9,69.0,21.574095873911,56.586997025450174
10,73.0,17.2843921092397,84.14893774743148
11,55.0,20.7164432446196,50.00978842311491
12,60.0,18.1289213228285,78.47621515881471
13,51.3,19.1365884709766,57.54405517070484
14,73.0,18.933471687407398,61.71717417952036
15,73.0,18.6139717234721,65.58044506546157
16,66.0,19.220968952209102,56.98782277049134
17,73.0,16.0132448015814,84.72945912101089
18,59.616666666666696,20.107548683291302,50.150100037881046
19,44.9666666666667,18.553350597814102,66.86784044792286
20,59.6833333333333,18.1636551615038,77.3228292914106
21,62.0,22.8306842813365,51.473026886700666
22,66.0,19.7624107616229,55.507998323548165
23,71.9833333333333,16.8078296113454,84.72733444716468
24,63.1666666666667,16.280641068794402,85.30559598714008
25,66.3166666666667,21.422470842668396,54.59549480009161
26,32.5166666666667,21.483458321869197,44.60414743882943
27,38.45,17.4190805374027,77.52986502635035
28,80.0,17.6592558998987,83.66201674144361
29,70.45,18.3178695096389,72.67481808972998
30,68.3666666666667,17.2613279261969,84.17802131286433
31,56.0,16.2198623517044,85.36757594144262
32,69.0,19.5891939962269,58.35414854401993
33,48.3166666666667,22.643002745405003,50.009275026013064
34,66.0833333333333,20.6826420720432,54.445824409477375
35,71.0,22.8865734760927,58.09199516528671
36,86.9333333333333,23.952594232010398,67.97524995130597
37,79.0,21.1159016966995,63.95777507247998
38,62.0,22.130663172168898,51.473026886700666
39,68.0,21.210703609809602,55.839730251598326
40,75.0,26.4608812624351,50.011117917393314
41,70.0,21.0215724000183,57.337745748763524
42,58.2333,26.8393355484863,50.01075640931827
43,78.0,23.570899904415302,63.22972547727952
44,61.0,23.103054313154697,50.78868317858711
45,76.0,24.9940428322581,61.84908735432865
46,73.0167,20.7156812454102,59.60652527995085
47,73.9,20.869465341003,60.25607891513433
48,75.5333333333333,22.9503173206732,61.44449569836501
49,68.0,22.5451764517457,55.839730251598326
50,76.0,22.395616299092804,61.782284777954004
51,79.7,23.1212314002953,64.47106522288317
52,78.15,21.8775896472349,63.338629728324825
53,79.0,21.9617905753917,63.95777507247998
54,68.5,23.620478101775,56.38077751862474
55,73.8833333333333,25.819224493590198,52.24840766329346
56,77.0,20.0354923017073,62.50542589910712
57,77.55,24.4666137452164,62.69280383803087
58,77.2,16.7363925540015,84.1058627194333
59,70.0,24.0486062344059,58.136792422643104
60,76.2833,21.650732163740102,61.987181820857614
61,74.0,25.532959220861503,56.17476055788906
62,72.0,21.2842526909655,58.84985870980765
63,58.0667,19.2277541410701,56.564087443486095
64,67.72744266,15.6016326331002,85.42486736530269
65,66.32942529,19.654354026409603,56.00965052371847
66,64.69854071,18.938148409558302,59.992262571072054
67,66.67614085,18.5168194909801,67.68123869606059
68,73.36133508,15.3443057742465,84.67805309213655
69,59.69130147,19.927280312678498,51.03158524610041
70,69.22154384,21.694450963453697,56.75258398271766
71,69.08478536,17.8407854673758,83.41713826954359
72,67.23759,19.644734075054604,56.78816692903578
73,65.20349870000001,17.9260688923157,82.85794829407507
74,66.20530129999999,20.4271088261625,54.745729093121895
75,63.17520901,17.8415231109142,83.41613176866076
76,65.77646065,18.017801970222198,81.87769442777808
77,72.45077556,18.0740463176329,80.39870886371989
78,75.95820239,15.977764674088302,84.29597961939201
79,64.81333304,19.1890945951979,56.97054186801479
80,41.94416555,18.4766024797656,68.6121116450207
81,39.14305808,16.5532388103906,81.80958653592936
82,57.20860562,16.494719901361197,85.07928910805225
83,79.38434163,15.9393013543958,84.35964300127587
84,54.69457828,19.5794673737462,53.43576635141213
85,43.29264106,16.5857905126852,84.97939810974744
86,31.89814977,18.899339608402396,49.68201279691129
87,73.26101803,19.1070606049134,62.03239359988022
88,54.07865373,13.981212475853901,86.58055103269307
89,64.57240075,20.156353101050698,53.804717184377914
90,54.57787622,20.800772766544398,50.009706747840404
91,46.3723465,16.7822127062635,84.75701210653318
92,36.838685,21.2587889033395,47.76761423803445
93,60.04924691,19.246446266769397,56.37439726448497
94,52.6702415,18.449016723632397,69.27214219720204
95,43.66124346,12.8658051894541,86.47237739021905
96,75.33691091,21.6561803553074,61.30216491591
97,55.61944496,19.484022078189,54.20104448842985
98,61.180651399999995,22.8376454096959,50.8929140793411
99,67.98806453,20.5700076860288,55.83090524273945
100,42.94759363,26.8292766494234,50.01076563293041
101,73.09829848,21.7487986656359,59.666802857482274
102,69.17722962,19.5879040926067,58.49530449371067
103,84.58968213,21.8615705175889,68.22902927652075
104,48.75473476,24.8743818414293,50.0119913501986
105,78.21456845,21.4271860453651,63.385536395495755
106,58.46194989,20.5792198814915,50.00992941521006
107,62.31513138,22.339997179990895,51.69761401847585
108,62.77197924,22.0079531243786,52.02132869948312
109,75.95094671,25.3485158446797,58.951740972236955
110,74.00405684,21.7047358675436,60.33221322987593
111,78.11379606,25.9450370889389,50.671966652383304
112,59.04651383,22.0944659272182,50.009325004386874
113,73.44922976,22.709432883092298,59.92537633763573
114,56.86832433,26.020715138116604,50.011579141425855
115,70.28782794,23.4123000771235,57.555084961932124
116,70.95938411,20.193798530658697,58.28378777162604
117,64.46270357,22.806817801138,53.240005680409325
118,70.18749993,23.3735921080261,57.47937070338089
119,67.78676044,21.6959251752563,55.68193501481262
120,71.19588375,20.007251296841602,58.815613120176884
121,72.8486662,20.2881508716189,59.48220246573908
122,66.14710331,23.4986077790618,54.63585872206919
123,69.21700912,25.367413655977302,58.658589894912424
124,61.38325573,20.456363949367603,51.14861809449266
125,60.62366177,20.8975584165311,50.517700048700306
126,65.31891152,20.7580151802523,53.873079147667866
127,70.60671269,21.524438985900304,57.795452103089595
128,73.57439555,13.463586300196098,84.6475340569547
129,49.98421233,20.0897388906053,50.22431695756484
130,57.07357528,18.540808871654,67.1437721099765
131,67.14112974,16.704892651853598,84.84565751295173
132,75.55597321,21.513769224987197,61.46089412309206
133,59.75087963,17.5956057537086,83.7465189920397
134,57.87681965,18.6354368681315,65.14252481420104
135,73.87345579,18.9407891817298,61.730509960962834
136,75.03876504,20.942836879326,61.08588940293071
137,61.03015647,18.069762537089897,80.55434986980248
138,67.82689399,18.6854548197942,64.15674674964446
139,46.25938558,16.893009235322,84.62757087058341
140,30.17318222,19.1862419656182,46.158706610995424
141,74.67588273,21.78611972204,60.82218474323145
142,72.61113659,19.370804473505302,61.85452394971428
143,61.63993112,21.9758584592705,51.21503126549132
144,77.57135626,20.2937912181655,62.91895219191932
145,72.31454253,18.8914425188412,61.640494184995944
146,50.08472483,17.4462513766542,83.94191950596694
147,67.57962588,16.8393691093532,84.69058756581812
148,75.28408281,14.877554244133899,84.39722816110138
149,42.09559276,18.083388316394103,80.06217103525326
150,49.98386592,19.2710078623333,56.130545766621836
151,74.42777374,19.624896127141,61.9167243605424
152,61.51965338,17.5489243383146,83.80803152430329
153,68.01905089,18.8784811169372,60.9705781883539
154,61.30972667,16.7365868664275,84.80949149228431
155,53.31757508,14.524879575466402,86.57168288777122
156,66.66443676,21.0368041390957,54.850498053781216
157,75.77784553,20.168152157768603,61.62153574527975
158,56.65778822,19.5414549624665,53.73511560451657
159,79.00700873,19.4823765027221,62.625269717014184
160,82.97486826,24.3028150692437,64.35238567129483
161,77.42485758,25.0437644189143,61.75864619300853
162,79.59935065,23.5719187106611,64.39703274962876
163,63.56133122,16.8715847430108,84.65281850604016
164,57.64834869,22.7558731253508,50.00934620811181
165,61.81949689,20.8076284934826,51.39069712046788
166,82.82780608,24.4805052642943,63.34109640184816
167,58.1855635,25.011177128393502,50.01225348135601
168,87.62811243,21.8196419186825,70.84286327769358
169,56.87008756,24.774207345162303,50.011810784448166
170,65.49787185,22.7627246233455,53.99281348563814
171,85.78077813,24.6857457013597,63.38183394603865
172,78.61908888,23.3912533969234,63.67984313180291
173,80.95860462,22.4781486560178,65.40490993491566
174,67.34891062,24.3955257630091,56.98464842375059
175,68.27781761,22.069644771577302,56.04528911786905
176,72.30760287,20.335453418539696,59.079966778148
177,62.71882344,21.6250471925918,51.98377208717013
178,64.03678574,20.1421944907888,53.39806203911558
179,69.64868201,24.362256823912396,58.698735695281
180,64.79619172,24.3570184785739,54.700285550979196
181,72.80855349,22.5238564995581,59.452484507441795
182,71.19848751,20.2719797359108,58.29692718113504
183,72.41130721,21.444223547763603,59.157302146572256
184,63.33087006,24.0434723239472,52.99809029140518
185,58.06858475,22.619595105469603,50.00927649314836
186,60.891241,20.8347057737452,50.717465260322975
187,70.29835753,24.7726860471681,60.84198905096382
188,73.09712092,26.484742574995604,50.011094222987
189,63.12114874,22.5320720504745,52.27219287003808
190,69.29754306,19.3302222126563,59.53734217879657
191,72.01747716,20.6385443288188,58.862962618302795
192,71.89323707,20.440068392478498,58.76973013171899
193,70.40915754,17.4184077685466,83.97788921106952
194,67.77373834,19.730011569202198,57.00973548182768
195,74.62548443,17.684864067617,83.62781695283047
196,45.409655,18.1527812156963,77.67929517022391
197,58.83019191,22.886044996531,50.00943926414431
198,55.12374441,17.0645928293076,84.42171565971945
199,75.64719581,15.8771759909406,84.34286551626631
200,68.8783159,20.009335191330102,57.23124906570177
201,22.8253157,21.2278168536981,37.41444037084793
202,52.17986177,19.1086131277265,57.860472633753794
203,57.09828394,16.4818101819579,85.09327845324003
204,73.33813447,20.202902995078603,59.84363148323163
205,48.85208987,19.5533784732765,53.640473171997215
206,66.66634082,17.2687147824163,84.16871809837944
207,65.20926713,19.052934928977102,58.5146039527417
208,75.44874240000001,19.060648412539898,61.948344046441505
209,37.39577013,21.0540947187028,48.16656770660438
210,78.53945677,17.743662099458398,83.54885920530258
211,57.57332479,19.159048425655502,57.29557618455655
212,53.49918454,14.1926680860384,86.60155406309472
213,53.86119643,20.7985056151357,50.009708892631416
214,73.05155506,16.6119142773429,84.72215182258151
215,69.22891279,17.891099482583698,83.23288426392769
216,77.50272402,17.4707906932334,83.9100975696756
217,73.57181444,17.2613175123003,84.17803442075504
218,59.356955299999996,15.475050843422,86.03462251842713
219,69.23598842,18.741485923139397,63.10753110182963
220,61.290997700000005,16.8000931968275,84.73631324141091
221,66.00398703,17.5139775570401,83.85382161988342
222,73.80615131,16.1079278086393,84.61416412322039
223,74.14793318,19.1879735041849,62.17787101043576
224,76.76690994,20.2057068636615,62.336859550795246
225,32.57768719,21.2451025564039,44.649616023100556
226,64.30113669,24.1004969245263,53.873599564605406
227,80.47387046,23.5874053183153,65.04332271172908
228,63.03157194,21.2582798275417,52.207238468957165
229,73.63842406,22.959626341989605,60.06436109501385
230,69.94857637,22.558611315974396,57.29887405199102
231,36.00136945,22.9408265310755,47.162734595072095
232,74.01446056,25.276318433470202,60.08954379833809
233,66.69088096,22.0447350457869,54.86985346355541
234,53.82590313,25.5387268208309,50.01215019121945
235,57.20958152,25.0890578131295,50.01241279934349
236,42.26661349,22.1234828897219,50.0092608979965
237,60.38392909,18.470575911982802,68.75496210045755
238,78.69463663,23.807752846402803,63.734899792557286
239,82.7114497,25.148602751651,61.56729888986627
240,70.67637273,22.791575703443197,57.847906407595296
241,72.70048783,23.316244742950502,59.372344066693564
242,72.89029866,20.7873671989503,59.513029906349374
243,73.1786461,22.962494453857,59.72609799618611
244,72.52188136,21.902094812092802,59.23963163724419
245,73.30219296,23.561760774278103,59.81716359504803
246,69.84287804,24.314821372350103,58.70260512068705
247,71.18798475,22.1040179282245,58.23462228116087
248,64.75519722,25.564083885163804,55.72171194445669
249,70.51602946,24.0932523995649,58.59447000343344
250,67.96680804,18.481591346287104,68.49453454170086
251,71.84733143,25.4227861987428,57.80717942321824
252,71.43220461,21.791085515135304,58.420808606652095
253,62.69804521,20.6579159686039,52.06997248451673
254,68.46155933,21.976645994742604,56.183417404950184
255,73.61843748,22.781206160838398,60.04969170539697
256,76.51151508,15.837671173169198,84.2118368495934
257,63.31151284,13.389343985710198,85.91606170693399
258,62.87740497,18.8105893068283,61.88840227265542
259,64.76820887,16.801823141946198,84.73430668720952
260,61.64305265,17.2332830926802,84.21324261953913
261,76.63328191,17.3599987239933,84.0528656630686
262,61.44779534,19.491372855878197,54.140448369705865
263,73.88010737,16.6282004929787,84.60347770453205
264,51.72206532,20.563523941611603,50.00994616130326
265,72.50919494,19.6838885888013,60.55298093287014
266,71.24160421,21.6283654228251,58.27521124962928
267,76.86039442,14.638715391247999,84.15831079328116
268,58.88447102,20.2923755467195,50.01025458909559
269,45.78055832,20.041184142099603,50.435448359150136
270,55.91790189,17.5141952065005,83.85353713151112
271,75.39015263,23.7747947983608,61.3407556753744
272,45.3380912,17.4373737420325,83.95340394575071
273,51.93494799,18.503628769646,67.98234357225896
274,38.93581827,16.1444890838355,81.71083602690751
275,70.99328793,16.9686194058165,84.53765050411351
276,73.22276048,14.662973080859802,84.69782028168835
277,42.92702431,21.726471486318196,50.00923176369443
278,69.53087345,16.0778879431554,85.19916131026491
279,68.83483642,20.6693458721105,56.463379935158905
280,66.98621599,20.741185196484302,55.08687895124141
281,49.92008949,15.795407236552998,85.76995836494864
282,69.86009262,17.996058203822397,82.11037539260201
283,49.90947397,16.6488840306762,84.9089803745987
284,61.25062334,16.5098615892764,85.06282664825187
285,56.76857416,17.3069382096461,84.12040582852964
286,54.14050678,20.699662847919,50.00980513402396
287,66.25552077,17.1516305957636,84.31488458474675
288,81.01284989,23.3014015743333,65.4455435036671
289,77.53906778,21.0937808359712,62.89556465411
290,75.71921182,23.0671688205544,61.579093879692905
291,85.82371151,24.522155392172397,64.45869833237701
292,65.33287594,22.3484928277903,53.873422249025644
293,75.15364722,25.9636426269391,50.479791742182165
294,81.10975651,22.353325882818698,65.51822299810247
295,66.47855986,19.8377297533653,55.75418122844432
296,80.37202301,22.8499967310548,64.9676765845522
297,78.07463457,21.906988783516002,63.283901209082586
298,81.61754544,22.555002927508603,65.90104350001171
299,74.00413482,27.8934129940372,50.01052084133587
300,76.79021783,23.051207662539202,62.35371347787413
301,54.90638628,21.4986417358111,50.00919915186221
302,64.51620469,22.2364215116606,53.279146485630974
303,76.95252467,25.7569178138449,53.06661833118228
304,68.78397393,19.7847775576804,57.65159925727838
305,60.86688420000001,21.193049826755,50.67276667583533
306,64.88209971,23.1706728393178,53.546119301584596
307,62.80836635,21.660341830762896,52.047021613699556
308,73.72174458,17.7975180479719,83.47601601269321
309,69.76808681,21.2718843988603,57.16233334384222
310,70.47497077,21.070930249771898,57.696198788366566
311,72.32586933,21.5364975743314,59.09359724769032
312,68.01884363,21.9339587029251,55.853661430692355
313,72.94110400000001,23.1450454798797,59.55062715461382
314,73.16568229,23.165262339050003,59.71653479360781
315,68.12195209,23.627112122143803,56.13332181558409
316,68.79868599,22.389266753569004,56.43630273240713
317,72.75421672,19.5028121175586,61.37371695409331
318,73.47439440000001,19.133416391938,62.08004852586547
319,62.72596093,24.8237580320463,53.547776092882
320,77.29290920000001,18.1218977662146,78.71515904686503
321,51.41634567,17.478939673495,83.89950529413173
322,62.34706209,16.6252906882369,84.93542708849357
323,76.40763659,18.2255364501532,75.3637325425377
324,39.76052372,20.6512379447922,49.719706959010296
325,77.03848052,20.055619314018603,62.53325945707645
326,59.54830484,17.2159978304958,84.23487244330943
327,40.00786258,20.9722563858888,49.8414839267605
328,73.55980699999999,17.0578383928611,84.429939543407
329,74.76016018,19.483204114163197,62.62638430732125
330,30.81715573,19.5871000825792,44.809290316064725
331,69.39472017,22.6838428298806,56.8818497096571
332,71.5458959,17.4052736928621,83.99480548936214
333,62.86600292,19.8971911073348,52.651780155159095
334,73.28614488,19.7441566075102,60.838457598705475
335,40.21031193,19.7024478612631,52.408332246924076
336,26.82967982,15.2656892374213,56.73236767239712
337,78.35379305,15.322519585929598,84.16287237466507
338,67.47085506,19.0108465776877,59.49760226149712
339,69.886121,21.1682134124668,57.251645480278675
340,74.73889445,20.239453916854398,60.86801684151713
341,70.35082711,21.8372928632728,57.60260565561062
342,75.56913678,17.7075367951781,83.5974416562516
343,55.89148796,15.430907481733,86.06818441802552
344,68.86739277,18.975909079109602,61.09493363440974
345,51.93758749,16.9698721578579,84.53615003524058
346,43.30947701,14.177406978874302,86.45199376339627
347,62.536607499999995,15.374452038579399,85.99224816089347
348,52.28446495,18.65183422215,64.81399024036877
349,73.12870392,15.9583205364869,84.71119990161259
350,78.74294462,17.172038507914902,84.23777178859662
351,57.51795951,17.8482671444497,83.40692544489576
352,60.34141682,20.0011221007532,50.61442945373329
353,85.88802063,23.115424104461898,69.30927981403165
354,88.8133917,21.9802300318334,71.95189365604482
355,65.92461961,17.9884208389163,82.19188748187685
356,38.32360417,25.4640385482964,47.53321321528892
357,79.87420841,23.3604442562321,64.59940529740733
358,72.17871056,29.100500845689698,50.01033579617396
359,78.11008761,24.552743579150402,62.577368549551075
360,76.60004958,24.419833060244397,62.75276693303417
361,71.25835694,20.804040551301302,58.287884456175824
362,86.65803777,23.6190293024995,69.05440654457537
363,70.60822195,23.873552056427197,58.18395260538165
364,84.55599083,25.349480781215895,58.93673944263654
365,56.12556169,25.308274803122202,50.01246004676987
366,64.88202637,21.9806368863706,53.54606591029758
367,71.1852047,24.7109075062959,61.22368527666508
368,67.48190823,24.518215916923104,57.45138843604908
369,64.43537041,23.885451734914497,53.739009513119704
370,66.41559936,22.5020207038792,54.66812630000433
371,68.18498433,23.488004542405502,56.01210288618672
372,69.88117162,23.8377004943008,57.63650898372067
373,72.75384083,23.1690687363522,59.41192461822706
374,69.47934684,23.7589727365623,57.234910830659175
375,72.57323212,23.7427409438841,59.277821349892605
376,62.89953343,21.80521369362,52.111338296623444
377,63.44944469,22.5220203731975,52.509526300013825
378,65.80295817,24.8901742303259,57.24263218535
379,66.61446348,22.293724417803197,54.81390781334189
380,67.86251082,23.2458278920809,55.73802086133698
381,67.34881579,20.9193189581894,55.356957724702646
382,63.85301385,23.662969067379198,53.09885043425025
383,66.35263636,18.3925122007085,70.68260195253585
384,73.00656523,16.2312025178813,84.72852908703265
385,75.0873339,19.355036580805102,62.44551399869308
386,60.42971041,20.964571573329,50.41400737916323
387,64.20016189,21.9948455302847,53.0482892802493
388,45.40151143,17.360197490526303,84.05261162769686
389,60.90816842,19.170013730813,57.175997112749606
390,77.026639,22.5982030650532,62.52469411064533
391,76.74887783,17.257640012057198,84.175459246999
392,65.22042757,15.727807236516302,85.71514681030742
393,70.65549974,22.9014332598022,57.83219086356385
394,66.14804571,19.6480207280993,55.86994824852812
395,52.19485823,16.3650118385566,85.21786793301767
396,74.97075755,18.237185142427197,75.01044223948526
397,62.36009857,20.918376284970602,51.75095060736229
398,74.24099087,21.0479947128673,60.50530877022708
399,71.88644757,15.0499030516884,84.88503021642491
400,72.96297046,17.296239195427898,84.13395783312932
401,61.65202641,18.6034910464403,65.79759070548926
402,71.80604605,17.4723894127844,83.90802048472004
403,46.98481864,16.915013338770798,84.60153305441591
404,58.27318429,16.6105694182151,84.9518596195034
405,77.32920447,20.1310181711863,62.743614961747674
406,71.30409588,17.3739164649501,84.03505956263989
407,75.17819193,17.3269667914406,84.0949760987167
408,49.57637103,15.6659120613416,85.88127247789281
409,70.18467042,19.891782949408398,58.402136040941585
410,69.80514507,18.360621138369602,71.5165841002272
411,50.73706365,11.969761283436698,86.65974062116247
412,44.98696738,15.717514831623399,85.83759724583724
413,43.46809982,16.0605250019203,85.5250431785569
414,66.15647419,17.6715511213031,83.64561081001087
415,63.86395753,18.746164145408198,63.02235883195486
416,67.79423691,23.647145674867,55.935804358113494
417,49.81117869,25.0115604088574,50.01225424551872
418,65.27681436,21.059105268702602,53.83280754741492
419,76.58904466,20.694824300580102,62.208252870070666
420,83.72655484,21.422357351750897,67.53480514202353
421,70.24382857,22.2095787057474,57.5218856322357
422,87.37123376,23.3117915267314,70.42258033096809
423,56.30056233,21.377997538922,50.00926280624379
424,80.82076026,23.6837513445889,65.30181266703416
425,69.22519240000001,23.5614838411869,56.785078943220235
426,65.52114094,20.5894986537062,54.12407010230976
427,64.96545922,23.3658783431643,53.70648440972127
428,56.29726954,20.701200579440698,50.00980359641073
429,42.70896374,22.668549585402197,50.00929033191449
430,73.64890885,21.930769411912397,60.072055329716704
431,70.52252418,21.8510450845639,57.7320330436541
432,66.94088333,21.2136225454032,55.05304397284983
433,71.84306706,19.4508977795065,60.972429083177815
434,65.27866218,22.8441173385471,53.83414662877455
435,68.67302851,25.942621009790397,50.701747673152134
436,68.36049694,21.0722007680922,56.1074708537702
437,65.28108781,21.6237637848322,53.8359043970343
438,64.46639385,22.877431766802697,53.24270632476638
439,65.7774431,18.910235923126802,60.37904064035593
440,65.20839663,22.282961466226396,53.78320713973828
441,73.89730274,24.144949325134302,60.8579004292866
442,67.76581463,21.8679601107446,55.66642043178952
443,68.02745759,18.9389255162057,60.53050462777268
444,58.72643388,22.2300620327449,50.00930864003685
445,66.0675328,22.0687835459032,54.412263561841264
446,59.51709739,22.307736645869003,50.00934990397877
447,67.52496581,22.3729092982948,55.48782281448675
